,id,rooms
2859,4500,"(10, 11)"
2860,4500,"(11, 6)"
2861,4500,"(12, 7)"
2862,4500,"(14, 2)"
2863,4500,"(16, 1)"
2864,4500,"(18, 1)"
2865,4500,"(115, 1)"
2866,4520,"(2, 70)"
2867,4520,"(3, 184)"
2868,4520,"(4, 326)"
2869,4520,"(5, 221)"
2870,4520,"(6, 119)"
2871,4520,"(7, 50)"
2872,4520,"(8, 28)"
2873,4520,"(9, 10)"
2874,4520,"(10, 6)"
2875,4520,"(11, 1)"
2876,4520,"(13, 1)"
2877,4520,"(14, 1)"
2878,4520,"(15, 1)"
2879,4520,"(16, 1)"
2880,4532,"(1, 1)"
2881,4532,"(2, 11)"
2882,4532,"(3, 61)"
2883,4532,"(4, 123)"
2884,4532,"(5, 140)"
2885,4532,"(6, 75)"
2886,4532,"(7, 34)"
2887,4532,"(8, 11)"
2888,4532,"(9, 9)"
2889,4532,"(10, 2)"
2890,4532,"(12, 2)"
2891,4534,"(2, 66)"
2892,4534,"(3, 153)"
2893,4534,"(4, 278)"
2894,4534,"(5, 184)"
2895,4534,"(6, 98)"
2896,4534,"(7, 59)"
2897,4534,"(8, 10)"
2898,4534,"(9, 13)"
2899,4534,"(10, 9)"
2900,4534,"(11, 5)"
2901,4534,"(13, 1)"
2902,4534,"(14, 1)"
2903,4534,"(15, 1)"
2904,4540,"(1, 19)"
2905,4540,"(2, 118)"
2906,4540,"(3, 709)"
2907,4540,"(4, 905)"
2908,4540,"(5, 337)"
2909,4540,"(6, 130)"
2910,4540,"(7, 66)"
2911,4540,"(8, 15)"
2912,4540,"(9, 12)"
2913,4540,"(10, 8)"
2914,4540,"(11, 3)"
2915,4540,"(12, 1)"
2916,4540,"(13, 2)"
2917,4540,"(14, 2)"
2918,4540,"(26, 1)"
2919,4550,"(1, 11)"
2920,4550,"(2, 106)"
2921,4550,"(3, 429)"
2922,4550,"(4, 539)"
2923,4550,"(5, 301)"
2924,4550,"(6, 112)"
2925,4550,"(7, 44)"
2926,4550,"(8, 24)"
2927,4550,"(9, 11)"
2928,4550,"(10, 1)"
2929,4550,"(11, 2)"
2930,4550,"(12, 2)"
2931,4550,"(14, 1)"
2932,4560,"(1, 26)"
2933,4560,"(2, 170)"
2934,4560,"(3, 736)"
2935,4560,"(4, 696)"
2936,4560,"(5, 282)"
2937,4560,"(6, 113)"
2938,4560,"(7, 41)"
2939,4560,"(8, 21)"
2940,4560,"(9, 6)"
2941,4560,"(10, 6)"
2942,4560,"(11, 1)"
2943,4560,"(12, 2)"
2944,4571,"(1, 23)"
2945,4571,"(2, 127)"
2946,4571,"(3, 455)"
2947,4571,"(4, 326)"
2948,4571,"(5, 129)"
2949,4571,"(6, 67)"
2950,4571,"(7, 19)"
2951,4571,"(8, 23)"
2952,4571,"(9, 9)"
2953,4571,"(10, 5)"
2954,4571,"(11, 1)"
2955,4571,"(12, 2)"
2956,4572,"(2, 11)"
2957,4572,"(3, 29)"
2958,4572,"(4, 89)"
2959,4572,"(5, 45)"
2960,4572,"(6, 29)"
2961,4572,"(7, 11)"
2962,4572,"(8, 12)"
2963,4572,"(9, 5)"
2964,4572,"(10, 1)"
2965,4572,"(14, 1)"
2966,4572,"(16, 1)"
2967,4573,"(1, 33)"
2968,4573,"(2, 167)"
2969,4573,"(3, 769)"
2970,4573,"(4, 882)"
2971,4573,"(5, 329)"
2972,4573,"(6, 100)"
2973,4573,"(7, 34)"
2974,4573,"(8, 16)"
2975,4573,"(9, 5)"
2976,4573,"(11, 2)"
2977,4573,"(12, 1)"
2978,4573,"(13, 1)"
2979,4573,"(15, 1)"
2980,4581,"(1, 5)"
2981,4581,"(2, 82)"
2982,4581,"(3, 419)"
2983,4581,"(4, 580)"
2984,4581,"(5, 258)"
2985,4581,"(6, 97)"
2986,4581,"(7, 38)"
2987,4581,"(8, 13)"
2988,4581,"(9, 2)"
2989,4581,"(10, 2)"
2990,4581,"(12, 1)"
2991,4581,"(13, 1)"
2992,4581,"(19, 1)"
2993,4583,"(1, 28)"
2994,4583,"(2, 183)"
2995,4583,"(3, 710)"
2996,4583,"(4, 672)"
2997,4583,"(5, 204)"
2998,4583,"(6, 57)"
2999,4583,"(7, 20)"
3000,4583,"(8, 5)"
3001,4583,"(9, 4)"
3002,4583,"(10, 2)"
3003,4583,"(11, 1)"
3004,4583,"(13, 2)"
3005,4583,"(14, 1)"
3006,4583,"(27, 1)"
3007,4591,"(1, 6)"
3008,4591,"(2, 58)"
3009,4591,"(3, 268)"
3010,4591,"(4, 301)"
3011,4591,"(5, 123)"
3012,4591,"(6, 31)"
3013,4591,"(7, 27)"
3014,4591,"(8, 15)"
3015,4591,"(9, 3)"
3016,4591,"(11, 2)"
3017,4591,"(18, 1)"
3018,4591,"(159, 1)"
3019,4592,"(1, 10)"
3020,4592,"(2, 54)"
3021,4592,"(3, 132)"
3022,4592,"(4, 110)"
3023,4592,"(5, 55)"
3024,4592,"(6, 17)"
3025,4592,"(7, 7)"
3026,4592,"(8, 5)"
3027,4592,"(9, 3)"
3028,4592,"(10, 1)"
3029,4593,"(1, 34)"
3030,4593,"(2, 144)"
3031,4593,"(3, 427)"
3032,4593,"(4, 232)"
3033,4593,"(5, 89)"
3034,4593,"(6, 31)"
3035,4593,"(7, 21)"
3036,4593,"(8, 12)"
3037,4593,"(9, 5)"
3038,4593,"(10, 4)"
3039,4593,"(14, 1)"
3040,4593,"(16, 1)"
3041,4593,"(19, 1)"
3042,4593,"(40, 1)"
3043,4600,"(1, 192)"
3044,4600,"(2, 251)"
3045,4600,"(3, 1013)"
3046,4600,"(4, 1997)"
3047,4600,"(5, 1593)"
3048,4600,"(6, 709)"
3049,4600,"(7, 260)"
3050,4600,"(8, 105)"
3051,4600,"(9, 31)"
3052,4600,"(10, 21)"
3053,4600,"(11, 11)"
3054,4600,"(12, 5)"
3055,4600,"(13, 2)"
3056,4600,"(14, 1)"
3057,4621,"(1, 6)"
3058,4621,"(2, 14)"
3059,4621,"(3, 106)"
3060,4621,"(4, 278)"
3061,4621,"(5, 212)"
3062,4621,"(6, 84)"
3063,4621,"(7, 35)"
3064,4621,"(8, 9)"
3065,4621,"(9, 9)"
3066,4621,"(10, 3)"
3067,4621,"(11, 1)"
3068,4622,"(1, 1)"
3069,4622,"(2, 14)"
3070,4622,"(3, 197)"
3071,4622,"(4, 334)"
3072,4622,"(5, 274)"
3073,4622,"(6, 176)"
3074,4622,"(7, 63)"
3075,4622,"(8, 33)"
3076,4622,"(9, 10)"
3077,4622,"(10, 3)"
3078,4622,"(11, 3)"
3079,4622,"(15, 1)"
3080,4623,"(2, 25)"
3081,4623,"(3, 149)"
3082,4623,"(4, 429)"
3083,4623,"(5, 362)"
3084,4623,"(6, 156)"
3085,4623,"(7, 64)"
3086,4623,"(8, 34)"
3087,4623,"(9, 10)"
3088,4623,"(10, 4)"
3089,4623,"(11, 1)"
3090,4632,"(1, 5)"
3091,4632,"(2, 19)"
3092,4632,"(3, 147)"
3093,4632,"(4, 422)"
3094,4632,"(5, 366)"
3095,4632,"(6, 163)"
3096,4632,"(7, 54)"
3097,4632,"(8, 15)"
3098,4632,"(9, 9)"
3099,4632,"(10, 1)"
3100,4632,"(11, 2)"
3101,4632,"(12, 1)"
3102,4640,"(1, 5)"
3103,4640,"(2, 61)"
3104,4640,"(3, 278)"
3105,4640,"(4, 460)"
3106,4640,"(5, 308)"
3107,4640,"(6, 162)"
3108,4640,"(7, 81)"
3109,4640,"(8, 46)"
3110,4640,"(9, 24)"
3111,4640,"(10, 7)"
3112,4640,"(11, 4)"
3113,4640,"(12, 2)"
3114,4640,"(13, 5)"
3115,4640,"(14, 1)"
3116,4640,"(16, 1)"
3117,4652,"(1, 2)"
3118,4652,"(2, 44)"
3119,4652,"(3, 218)"
3120,4652,"(4, 423)"
3121,4652,"(5, 252)"
3122,4652,"(6, 159)"
3123,4652,"(7, 68)"
3124,4652,"(8, 29)"
3125,4652,"(9, 14)"
3126,4652,"(10, 14)"
3127,4652,"(11, 3)"
3128,4652,"(12, 2)"
3129,4652,"(14, 2)"
3130,4653,"(1, 2)"
3131,4653,"(2, 28)"
3132,4653,"(3, 206)"
3133,4653,"(4, 298)"
3134,4653,"(5, 165)"
3135,4653,"(6, 105)"
3136,4653,"(7, 39)"
3137,4653,"(8, 23)"
3138,4653,"(9, 10)"
3139,4653,"(10, 2)"
3140,4653,"(11, 3)"
3141,4653,"(12, 2)"
3142,4653,"(13, 1)"
3143,4653,"(15, 2)"
3144,4654,"(1, 6)"
3145,4654,"(2, 76)"
3146,4654,"(3, 301)"
3147,4654,"(4, 380)"
3148,4654,"(5, 210)"
3149,4654,"(6, 101)"
3150,4654,"(7, 34)"
3151,4654,"(8, 20)"
3152,4654,"(9, 7)"
3153,4654,"(10, 4)"
3154,4654,"(11, 1)"
3155,4654,"(12, 2)"
3156,4654,"(13, 1)"
3157,4660,"(1, 4)"
3158,4660,"(2, 97)"
3159,4660,"(3, 264)"
3160,4660,"(4, 445)"
3161,4660,"(5, 339)"
3162,4660,"(6, 140)"
3163,4660,"(7, 99)"
3164,4660,"(8, 53)"
3165,4660,"(9, 35)"
3166,4660,"(10, 9)"
3167,4660,"(11, 2)"
3168,4660,"(12, 4)"
3169,4660,"(13, 2)"
3170,4660,"(14, 1)"
3171,4660,"(15, 3)"
3172,4660,"(17, 1)"
3173,4671,"(1, 5)"
3174,4671,"(2, 78)"
3175,4671,"(3, 331)"
3176,4671,"(4, 313)"
3177,4671,"(5, 121)"
3178,4671,"(6, 60)"
3179,4671,"(7, 34)"
3180,4671,"(8, 6)"
3181,4671,"(9, 5)"
3182,4671,"(10, 2)"
3183,4671,"(11, 1)"
3184,4671,"(12, 1)"
3185,4672,"(2, 20)"
3186,4672,"(3, 70)"
3187,4672,"(4, 110)"
3188,4672,"(5, 70)"
3189,4672,"(6, 37)"
3190,4672,"(7, 17)"
3191,4672,"(8, 12)"
3192,4672,"(9, 5)"
3193,4672,"(10, 5)"
3194,4672,"(11, 1)"
3195,4672,"(18, 1)"
3196,4672,"(22, 1)"
3197,4673,"(1, 4)"
3198,4673,"(2, 65)"
3199,4673,"(3, 277)"
3200,4673,"(4, 319)"
3201,4673,"(5, 192)"
3202,4673,"(6, 103)"
3203,4673,"(7, 46)"
3204,4673,"(8, 10)"
3205,4673,"(9, 8)"
3206,4673,"(10, 4)"
3207,4673,"(11, 1)"
3208,4673,"(12, 1)"
3209,4673,"(13, 1)"
3210,4681,"(1, 4)"
3211,4681,"(2, 33)"
3212,4681,"(3, 123)"
3213,4681,"(4, 402)"
3214,4681,"(5, 250)"
3215,4681,"(6, 108)"
3216,4681,"(7, 37)"
3217,4681,"(8, 16)"
3218,4681,"(9, 7)"
3219,4681,"(10, 4)"
3220,4681,"(14, 1)"
3221,4682,"(1, 2)"
3222,4682,"(2, 12)"
3223,4682,"(3, 67)"
3224,4682,"(4, 150)"
3225,4682,"(5, 136)"
3226,4682,"(6, 57)"
3227,4682,"(7, 28)"
3228,4682,"(8, 21)"
3229,4682,"(9, 8)"
3230,4682,"(10, 7)"
3231,4682,"(11, 2)"
3232,4682,"(12, 1)"
3233,4682,"(14, 1)"
3234,4683,"(1, 1)"
3235,4683,"(2, 23)"
3236,4683,"(3, 146)"
3237,4683,"(4, 245)"
3238,4683,"(5, 193)"
3239,4683,"(6, 120)"
3240,4683,"(7, 40)"
3241,4683,"(8, 10)"
3242,4683,"(9, 5)"
3243,4683,"(10, 1)"
3244,4683,"(11, 2)"
3245,4683,"(13, 1)"
3246,4683,"(14, 1)"
3247,4684,"(1, 2)"
3248,4684,"(2, 28)"
3249,4684,"(3, 220)"
3250,4684,"(4, 577)"
3251,4684,"(5, 440)"
3252,4684,"(6, 239)"
3253,4684,"(7, 89)"
3254,4684,"(8, 41)"
3255,4684,"(9, 17)"
3256,4684,"(10, 5)"
3257,4684,"(11, 4)"
3258,4684,"(12, 2)"
3259,4684,"(19, 2)"
3260,4690,"(1, 4)"
3261,4690,"(2, 124)"
3262,4690,"(3, 683)"
3263,4690,"(4, 1248)"
3264,4690,"(5, 949)"
3265,4690,"(6, 504)"
3266,4690,"(7, 203)"
3267,4690,"(8, 78)"
3268,4690,"(9, 29)"
3269,4690,"(10, 18)"
3270,4690,"(11, 6)"
3271,4690,"(12, 3)"
3272,4690,"(13, 2)"
3273,4700,"(1, 43)"
3274,4700,"(2, 470)"
3275,4700,"(3, 1360)"
3276,4700,"(4, 3124)"
3277,4700,"(5, 2202)"
3278,4700,"(6, 989)"
3279,4700,"(7, 376)"
3280,4700,"(8, 172)"
3281,4700,"(9, 63)"
3282,4700,"(10, 32)"
3283,4700,"(11, 13)"
3284,4700,"(12, 10)"
3285,4700,"(13, 6)"
3286,4700,"(14, 7)"
3287,4700,"(15, 1)"
3288,4700,"(16, 3)"
3289,4700,"(17, 1)"
3290,4720,"(1, 3)"
3291,4720,"(2, 139)"
3292,4720,"(3, 461)"
3293,4720,"(4, 644)"
3294,4720,"(5, 380)"
3295,4720,"(6, 193)"
3296,4720,"(7, 87)"
3297,4720,"(8, 39)"
3298,4720,"(9, 21)"
3299,4720,"(10, 15)"
3300,4720,"(11, 1)"
3301,4720,"(12, 4)"
3302,4720,"(13, 2)"
3303,4720,"(14, 2)"
3304,4720,"(15, 1)"
3305,4733,"(2, 26)"
3306,4733,"(3, 130)"
3307,4733,"(4, 292)"
3308,4733,"(5, 203)"
3309,4733,"(6, 95)"
3310,4733,"(7, 49)"
3311,4733,"(8, 36)"
3312,4733,"(9, 13)"
3313,4733,"(10, 12)"
3314,4733,"(11, 5)"
3315,4733,"(12, 2)"
3316,4733,"(14, 2)"
3317,4733,"(15, 1)"
3318,4733,"(20, 1)"
3319,4735,"(1, 2)"
3320,4735,"(2, 44)"
3321,4735,"(3, 134)"
3322,4735,"(4, 151)"
3323,4735,"(5, 115)"
3324,4735,"(6, 60)"
3325,4735,"(7, 27)"
3326,4735,"(8, 16)"
3327,4735,"(9, 7)"
3328,4735,"(11, 1)"
3329,4735,"(14, 1)"
3330,4736,"(1, 39)"
3331,4736,"(2, 360)"
3332,4736,"(3, 884)"
3333,4736,"(4, 512)"
3334,4736,"(5, 163)"
3335,4736,"(6, 64)"
3336,4736,"(7, 30)"
3337,4736,"(8, 11)"
3338,4736,"(9, 4)"
3339,4736,"(10, 2)"
3340,4736,"(11, 1)"
3341,4736,"(12, 1)"
3342,4736,"(15, 1)"
3343,4736,"(23, 1)"
3344,4750,"(1, 7)"
3345,4750,"(2, 62)"
3346,4750,"(3, 245)"
3347,4750,"(4, 307)"
3348,4750,"(5, 208)"
3349,4750,"(6, 128)"
3350,4750,"(7, 48)"
3351,4750,"(8, 31)"
3352,4750,"(9, 17)"
3353,4750,"(10, 9)"
3354,4750,"(11, 3)"
3355,4750,"(12, 4)"
3356,4750,"(13, 1)"
3357,4750,"(14, 1)"
3358,4750,"(15, 1)"
3359,4750,"(17, 1)"
3360,4760,"(1, 30)"
3361,4760,"(2, 207)"
3362,4760,"(3, 807)"
3363,4760,"(4, 1259)"
3364,4760,"(5, 763)"
3365,4760,"(6, 395)"
3366,4760,"(7, 156)"
3367,4760,"(8, 62)"
3368,4760,"(9, 26)"
3369,4760,"(10, 5)"
3370,4760,"(11, 2)"
3371,4760,"(15, 1)"
3372,4771,"(1, 3)"
3373,4771,"(2, 39)"
3374,4771,"(3, 138)"
3375,4771,"(4, 182)"
3376,4771,"(5, 105)"
3377,4771,"(6, 46)"
3378,4771,"(7, 15)"
3379,4771,"(8, 10)"
3380,4771,"(9, 3)"
3381,4771,"(10, 3)"
3382,4771,"(11, 1)"
3383,4771,"(13, 1)"
3384,4772,"(1, 1)"
3385,4772,"(2, 18)"
3386,4772,"(3, 45)"
3387,4772,"(4, 46)"
3388,4772,"(5, 28)"
3389,4772,"(6, 14)"
3390,4772,"(7, 10)"
3391,4772,"(8, 6)"
3392,4772,"(9, 2)"
3393,4772,"(10, 2)"
3394,4772,"(11, 1)"
3395,4773,"(1, 1)"
3396,4773,"(2, 6)"
3397,4773,"(3, 61)"
3398,4773,"(4, 169)"
3399,4773,"(5, 98)"
3400,4773,"(6, 42)"
3401,4773,"(7, 15)"
3402,4773,"(8, 7)"
3403,4773,"(9, 7)"
3404,4773,"(10, 2)"
3405,4780,"(1, 33)"
3406,4780,"(2, 189)"
3407,4780,"(3, 761)"
3408,4780,"(4, 911)"
3409,4780,"(5, 470)"
3410,4780,"(6, 215)"
3411,4780,"(7, 130)"
3412,4780,"(8, 53)"
3413,4780,"(9, 27)"
3414,4780,"(10, 14)"
3415,4780,"(11, 5)"
3416,4780,"(12, 6)"
3417,4780,"(13, 5)"
3418,4780,"(14, 1)"
3419,4780,"(18, 1)"
3420,4780,"(25, 1)"
3421,4780,"(33, 1)"
3422,4780,"(54, 1)"
3423,4780,"(72, 1)"
3424,4791,"(2, 24)"
3425,4791,"(3, 138)"
3426,4791,"(4, 115)"
3427,4791,"(5, 121)"
3428,4791,"(6, 54)"
3429,4791,"(7, 33)"
3430,4791,"(8, 23)"
3431,4791,"(9, 13)"
3432,4791,"(10, 8)"
3433,4791,"(11, 3)"
3434,4791,"(12, 4)"
3435,4791,"(14, 1)"
3436,4792,"(1, 5)"
3437,4792,"(2, 35)"
3438,4792,"(3, 126)"
3439,4792,"(4, 166)"
3440,4792,"(5, 118)"
3441,4792,"(6, 76)"
3442,4792,"(7, 38)"
3443,4792,"(8, 14)"
3444,4792,"(9, 6)"
3445,4792,"(10, 5)"
3446,4792,"(11, 1)"
3447,4792,"(12, 3)"
3448,4792,"(13, 1)"
3449,4792,"(14, 1)"
3450,4793,"(1, 1)"
3451,4793,"(2, 46)"
3452,4793,"(3, 241)"
3453,4793,"(4, 225)"
3454,4793,"(5, 94)"
3455,4793,"(6, 45)"
3456,4793,"(7, 23)"
3457,4793,"(8, 14)"
3458,4793,"(9, 4)"
3459,4793,"(10, 3)"
3460,4793,"(12, 2)"
3461,4793,"(13, 1)"
3462,4800,"(1, 5)"
3463,4800,"(2, 237)"
3464,4800,"(3, 846)"
3465,4800,"(4, 1658)"
3466,4800,"(5, 1126)"
3467,4800,"(6, 627)"
3468,4800,"(7, 249)"
3469,4800,"(8, 128)"
3470,4800,"(9, 48)"
3471,4800,"(10, 27)"
3472,4800,"(11, 10)"
3473,4800,"(12, 4)"
3474,4800,"(13, 2)"
3475,4800,"(14, 3)"
3476,4800,"(15, 1)"
3477,4800,"(18, 1)"
3478,4800,"(31, 1)"
3479,4840,"(1, 1)"
3480,4840,"(2, 67)"
3481,4840,"(3, 317)"
3482,4840,"(4, 475)"
3483,4840,"(5, 298)"
3484,4840,"(6, 159)"
3485,4840,"(7, 82)"
3486,4840,"(8, 68)"
3487,4840,"(9, 24)"
3488,4840,"(10, 15)"
3489,4840,"(11, 3)"
3490,4840,"(12, 5)"
3491,4840,"(13, 2)"
3492,4840,"(14, 1)"
3493,4840,"(15, 1)"
3494,4840,"(18, 1)"
3495,4850,"(1, 3)"
3496,4850,"(2, 65)"
3497,4850,"(3, 366)"
3498,4850,"(4, 414)"
3499,4850,"(5, 221)"
3500,4850,"(6, 133)"
3501,4850,"(7, 65)"
3502,4850,"(8, 51)"
3503,4850,"(9, 14)"
3504,4850,"(10, 9)"
3505,4850,"(11, 4)"
3506,4850,"(12, 3)"
3507,4850,"(13, 1)"
3508,4850,"(14, 1)"
3509,4850,"(29, 1)"
3510,4862,"(2, 10)"
3511,4862,"(3, 109)"
3512,4862,"(4, 145)"
3513,4862,"(5, 71)"
3514,4862,"(6, 47)"
3515,4862,"(7, 18)"
3516,4862,"(8, 18)"
3517,4862,"(9, 3)"
3518,4862,"(10, 3)"
3519,4862,"(11, 4)"
3520,4862,"(14, 1)"
3521,4862,"(15, 1)"
3522,4862,"(17, 1)"
3523,4862,"(41, 1)"
3524,4863,"(2, 22)"
3525,4863,"(3, 110)"
3526,4863,"(4, 219)"
3527,4863,"(5, 131)"
3528,4863,"(6, 69)"
3529,4863,"(7, 38)"
3530,4863,"(8, 28)"
3531,4863,"(9, 13)"
3532,4863,"(10, 15)"
3533,4863,"(11, 3)"
3534,4863,"(13, 1)"
3535,4863,"(15, 1)"
3536,4871,"(1, 1)"
3537,4871,"(2, 16)"
3538,4871,"(3, 89)"
3539,4871,"(4, 162)"
3540,4871,"(5, 110)"
3541,4871,"(6, 66)"
3542,4871,"(7, 45)"
3543,4871,"(8, 19)"
3544,4871,"(9, 7)"
3545,4871,"(10, 4)"
3546,4871,"(11, 2)"
3547,4871,"(13, 1)"
3548,4871,"(15, 1)"
3549,4872,"(1, 4)"
3550,4872,"(2, 43)"
3551,4872,"(3, 246)"
3552,4872,"(4, 312)"
3553,4872,"(5, 151)"
3554,4872,"(6, 84)"
3555,4872,"(7, 46)"
3556,4872,"(8, 23)"
3557,4872,"(9, 16)"
3558,4872,"(10, 6)"
3559,4872,"(11, 7)"
3560,4872,"(12, 7)"
3561,4873,"(1, 11)"
3562,4873,"(2, 133)"
3563,4873,"(3, 1067)"
3564,4873,"(4, 1477)"
3565,4873,"(5, 636)"
3566,4873,"(6, 243)"
3567,4873,"(7, 84)"
3568,4873,"(8, 38)"
3569,4873,"(9, 11)"
3570,4873,"(10, 7)"
3571,4873,"(11, 3)"
3572,4873,"(15, 2)"
3573,4873,"(20, 1)"
3574,4873,"(63, 1)"
3575,4874,"(1, 11)"
3576,4874,"(2, 84)"
3577,4874,"(3, 384)"
3578,4874,"(4, 413)"
3579,4874,"(5, 127)"
3580,4874,"(6, 56)"
3581,4874,"(7, 19)"
3582,4874,"(8, 8)"
3583,4874,"(9, 6)"
3584,4874,"(10, 1)"
3585,4874,"(11, 1)"
3586,4874,"(12, 2)"
3587,4874,"(13, 1)"
3588,4880,"(1, 10)"
3589,4880,"(2, 73)"
3590,4880,"(3, 169)"
3591,4880,"(4, 292)"
3592,4880,"(5, 174)"
3593,4880,"(6, 81)"
3594,4880,"(7, 40)"
3595,4880,"(8, 19)"
3596,4880,"(9, 11)"
3597,4880,"(10, 5)"
3598,4880,"(11, 1)"
3599,4880,"(12, 2)"
3600,4880,"(13, 1)"
3601,4880,"(14, 1)"
3602,4880,"(19, 1)"
3603,4891,"(1, 2)"
3604,4891,"(2, 21)"
3605,4891,"(3, 84)"
3606,4891,"(4, 115)"
3607,4891,"(5, 102)"
3608,4891,"(6, 41)"
3609,4891,"(7, 35)"
3610,4891,"(8, 13)"
3611,4891,"(9, 5)"
3612,4891,"(10, 3)"
3613,4891,"(11, 4)"
3614,4891,"(12, 1)"
3615,4891,"(13, 2)"
3616,4892,"(2, 12)"
3617,4892,"(3, 103)"
3618,4892,"(4, 126)"
3619,4892,"(5, 97)"
3620,4892,"(6, 53)"
3621,4892,"(7, 41)"
3622,4892,"(8, 19)"
3623,4892,"(9, 11)"
3624,4892,"(10, 10)"
3625,4892,"(11, 3)"
3626,4892,"(12, 1)"
3627,4892,"(13, 1)"
3628,4892,"(14, 1)"
3629,4894,"(2, 22)"
3630,4894,"(3, 72)"
3631,4894,"(4, 82)"
3632,4894,"(5, 54)"
3633,4894,"(6, 51)"
3634,4894,"(7, 27)"
3635,4894,"(8, 12)"
3636,4894,"(9, 7)"
3637,4894,"(10, 1)"
3638,4894,"(11, 1)"
3639,4894,"(14, 1)"
3640,4895,"(1, 1)"
3641,4895,"(2, 12)"
3642,4895,"(3, 55)"
3643,4895,"(4, 75)"
3644,4895,"(5, 42)"
3645,4895,"(6, 25)"
3646,4895,"(7, 15)"
3647,4895,"(8, 3)"
3648,4895,"(9, 2)"
3649,4895,"(10, 1)"
3650,4895,"(11, 4)"
3651,4895,"(18, 1)"
3652,4900,"(1, 8)"
3653,4900,"(2, 178)"
3654,4900,"(3, 936)"
3655,4900,"(4, 1423)"
3656,4900,"(5, 864)"
3657,4900,"(6, 387)"
3658,4900,"(7, 143)"
3659,4900,"(8, 85)"
3660,4900,"(9, 32)"
3661,4900,"(10, 18)"
3662,4900,"(11, 8)"
3663,4900,"(12, 2)"
3664,4900,"(13, 1)"
3665,4900,"(14, 3)"
3666,4900,"(15, 1)"
3667,4900,"(16, 2)"
3668,4900,"(21, 1)"
3669,4900,"(57, 1)"
3670,4912,"(2, 12)"
3671,4912,"(3, 52)"
3672,4912,"(4, 78)"
3673,4912,"(5, 50)"
3674,4912,"(6, 31)"
3675,4912,"(7, 8)"
3676,4912,"(8, 5)"
3677,4912,"(9, 5)"
3678,4912,"(10, 4)"
3679,4912,"(11, 1)"
3680,4912,"(12, 1)"
3681,4912,"(14, 1)"
3682,4913,"(1, 1)"
3683,4913,"(2, 34)"
3684,4913,"(3, 135)"
3685,4913,"(4, 188)"
3686,4913,"(5, 146)"
3687,4913,"(6, 96)"
3688,4913,"(7, 48)"
3689,4913,"(8, 32)"
3690,4913,"(9, 15)"
3691,4913,"(10, 8)"
3692,4913,"(11, 3)"
3693,4913,"(12, 2)"
3694,4913,"(13, 1)"
3695,4913,"(14, 2)"
3696,4913,"(15, 1)"
3697,4920,"(1, 1)"
3698,4920,"(2, 38)"
3699,4920,"(3, 131)"
3700,4920,"(4, 194)"
3701,4920,"(5, 157)"
3702,4920,"(6, 98)"
3703,4920,"(7, 53)"
3704,4920,"(8, 16)"
3705,4920,"(9, 11)"
3706,4920,"(10, 6)"
3707,4920,"(11, 2)"
3708,4920,"(31, 1)"
3709,4930,"(1, 7)"
3710,4930,"(2, 102)"
3711,4930,"(3, 400)"
3712,4930,"(4, 591)"
3713,4930,"(5, 431)"
3714,4930,"(6, 240)"
3715,4930,"(7, 104)"
3716,4930,"(8, 44)"
3717,4930,"(9, 16)"
3718,4930,"(10, 15)"
3719,4930,"(11, 2)"
3720,4930,"(12, 4)"
3721,4930,"(13, 3)"
3722,4930,"(14, 1)"
3723,4941,"(2, 13)"
3724,4941,"(3, 65)"
3725,4941,"(4, 97)"
3726,4941,"(5, 65)"
3727,4941,"(6, 41)"
3728,4941,"(7, 14)"
3729,4941,"(8, 8)"
3730,4941,"(9, 6)"
3731,4941,"(10, 2)"
3732,4941,"(11, 1)"
3733,4941,"(14, 1)"
3734,4943,"(2, 17)"
3735,4943,"(3, 66)"
3736,4943,"(4, 81)"
3737,4943,"(5, 38)"
3738,4943,"(6, 20)"
3739,4943,"(7, 18)"
3740,4943,"(8, 4)"
3741,4943,"(9, 3)"
3742,4943,"(10, 2)"
3743,4943,"(12, 1)"
3744,4944,"(1, 8)"
3745,4944,"(2, 33)"
3746,4944,"(3, 115)"
3747,4944,"(4, 118)"
3748,4944,"(5, 79)"
3749,4944,"(6, 49)"
3750,4944,"(7, 16)"
3751,4944,"(8, 8)"
3752,4944,"(9, 5)"
3753,4944,"(10, 4)"
3754,4944,"(11, 3)"
3755,4951,"(2, 8)"
3756,4951,"(3, 57)"
3757,4951,"(4, 75)"
3758,4951,"(5, 58)"
3759,4951,"(6, 13)"
3760,4951,"(7, 8)"
3761,4951,"(8, 4)"
3762,4951,"(9, 4)"
3763,4951,"(10, 1)"
3764,4951,"(11, 1)"
3765,4951,"(12, 3)"
3766,4952,"(1, 1)"
3767,4952,"(2, 18)"
3768,4952,"(3, 61)"
3769,4952,"(4, 100)"
3770,4952,"(5, 65)"
3771,4952,"(6, 33)"
3772,4952,"(7, 24)"
3773,4952,"(8, 17)"
3774,4952,"(9, 8)"
3775,4952,"(10, 5)"
3776,4952,"(11, 2)"
3777,4952,"(14, 2)"
3778,4952,"(19, 1)"
3779,4953,"(2, 9)"
3780,4953,"(3, 40)"
3781,4953,"(4, 53)"
3782,4953,"(5, 39)"
3783,4953,"(6, 24)"
3784,4953,"(7, 8)"
3785,4953,"(8, 6)"
3786,4953,"(9, 5)"
3787,4953,"(10, 3)"
3788,4953,"(12, 1)"
3789,4953,"(16, 1)"
3790,4960,"(2, 37)"
